tx_id,investor_id,transaction_date,date_id,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
TX026333,INV002979,2025-02-19,2025-02-19,119092,SIP,27432,Punjab,Chandigarh,T30,36-45,Female,56.2,Cheque,Verified
TX026334,INV000262,2025-02-19,2025-02-19,119120,Lumpsum,148609,Telangana,Hyderabad,T30,36-45,Male,47.6,Mandate,Verified
TX026335,INV003289,2025-02-19,2025-02-19,118632,Redemption,23801,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,UPI,Verified
TX026336,INV002030,2025-02-19,2025-02-19,119094,SIP,2979,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Net Banking,Verified
TX026337,INV000922,2025-02-19,2025-02-19,148569,SIP,7243,Karnataka,Mysore,B30,26-35,Male,22.4,Cheque,Verified
TX026338,INV002950,2025-02-19,2025-02-19,148568,SIP,1132,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Net Banking,Pending
TX026339,INV003533,2025-02-19,2025-02-19,119552,Lumpsum,246828,Telangana,Hyderabad,T30,56+,Female,11.4,Mandate,Verified
TX026340,INV003264,2025-02-19,2025-02-19,102885,SIP,2628,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified
TX026341,INV002077,2025-02-19,2025-02-19,120503,Lumpsum,473259,West Bengal,Kolkata,T30,18-25,Female,6.3,Cheque,Verified
TX026342,INV003574,2025-02-19,2025-02-19,102885,SIP,12369,Haryana,Faridabad,B30,46-55,Male,48.4,Cheque,Verified
TX026343,INV002674,2025-02-19,2025-02-19,102886,SIP,9185,Karnataka,Mysore,B30,26-35,Female,7.4,Mandate,Verified
TX026344,INV001013,2025-02-19,2025-02-19,100025,Lumpsum,120293,Telangana,Hyderabad,T30,36-45,Male,40.6,Mandate,Verified
TX026345,INV001095,2025-02-19,2025-02-19,100016,SIP,501,Maharashtra,Nashik,B30,18-25,Female,3.8,Mandate,Verified
TX026346,INV001521,2025-02-19,2025-02-19,125497,SIP,1958,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified
TX026347,INV000097,2025-02-19,2025-02-19,148568,SIP,8704,Karnataka,Mysore,B30,18-25,Male,6.0,UPI,Verified
TX026348,INV001105,2025-02-19,2025-02-19,119094,SIP,42337,West Bengal,Kolkata,T30,18-25,Female,3.4,Net Banking,Verified
TX026349,INV002926,2025-02-19,2025-02-19,118633,Lumpsum,74748,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,Verified
TX026350,INV001540,2025-02-19,2025-02-19,120504,SIP,11097,Maharashtra,Pune,T30,26-35,Female,17.3,UPI,Pending
TX026351,INV003952,2025-02-19,2025-02-19,120506,SIP,5420,Tamil Nadu,Chennai,T30,36-45,Male,48.8,UPI,Verified
TX026352,INV002529,2025-02-19,2025-02-19,101207,SIP,5046,Maharashtra,Mumbai,T30,18-25,Female,5.3,UPI,Verified
TX026353,INV000412,2025-02-19,2025-02-19,125497,SIP,5458,Rajasthan,Udaipur,B30,18-25,Male,7.4,Net Banking,Verified
TX026354,INV003346,2025-02-19,2025-02-19,119093,Redemption,158361,Punjab,Chandigarh,T30,46-55,Male,16.7,Cheque,Verified
TX026355,INV004717,2025-02-19,2025-02-19,119095,SIP,2224,Maharashtra,Nashik,B30,36-45,Female,12.6,UPI,Verified
TX026356,INV001087,2025-02-19,2025-02-19,119120,SIP,1177,Rajasthan,Udaipur,B30,26-35,Female,20.6,Net Banking,Verified
TX026357,INV003941,2025-02-19,2025-02-19,120843,SIP,4365,Rajasthan,Udaipur,B30,26-35,Male,8.0,Mandate,Verified
TX026358,INV003581,2025-02-19,2025-02-19,101208,Lumpsum,152705,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,UPI,Verified
TX026359,INV004267,2025-02-19,2025-02-19,120503,Lumpsum,431798,Gujarat,Surat,T30,46-55,Male,99.7,UPI,Verified
TX026360,INV001944,2025-02-19,2025-02-19,149323,Redemption,135716,Telangana,Hyderabad,T30,18-25,Male,4.4,Mandate,Verified
TX026361,INV000545,2025-02-19,2025-02-19,119092,SIP,935,Telangana,Hyderabad,T30,26-35,Male,23.6,Mandate,Verified
TX026362,INV000595,2025-02-19,2025-02-19,148567,Lumpsum,357452,Gujarat,Surat,T30,18-25,Male,7.6,Cheque,Verified
TX026363,INV004733,2025-02-19,2025-02-19,120841,Redemption,319681,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Verified
TX026364,INV001760,2025-02-19,2025-02-19,118633,SIP,2383,Haryana,Faridabad,B30,46-55,Male,77.0,Cheque,Verified
TX026365,INV002543,2025-02-19,2025-02-19,119093,Redemption,79586,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Mandate,Verified
TX026366,INV003408,2025-02-19,2025-02-19,100016,Lumpsum,469282,West Bengal,Kolkata,T30,18-25,Male,6.1,Mandate,Verified
TX026367,INV001595,2025-02-19,2025-02-19,118632,SIP,8188,Gujarat,Ahmedabad,T30,56+,Male,78.5,UPI,Verified
TX026368,INV000915,2025-02-19,2025-02-19,118634,SIP,6877,West Bengal,Kolkata,T30,36-45,Male,55.9,UPI,Verified
TX026369,INV002067,2025-02-19,2025-02-19,102887,SIP,1002,Gujarat,Ahmedabad,T30,36-45,Female,46.2,Cheque,Verified
TX026370,INV002808,2025-02-19,2025-02-19,100025,SIP,28450,Uttar Pradesh,Agra,B30,26-35,Male,24.1,UPI,Verified
TX026371,INV001251,2025-02-19,2025-02-19,118634,SIP,6223,Punjab,Chandigarh,T30,26-35,Female,11.7,UPI,Verified
TX026372,INV002718,2025-02-19,2025-02-19,100016,Lumpsum,155602,Telangana,Hyderabad,T30,36-45,Male,15.6,Net Banking,Verified
TX026373,INV002846,2025-02-19,2025-02-19,120842,SIP,1973,Punjab,Amritsar,B30,36-45,Male,57.1,Mandate,Verified
TX026374,INV000248,2025-02-19,2025-02-19,125498,Lumpsum,167852,Madhya Pradesh,Indore,T30,36-45,Female,28.6,Cheque,Verified
TX026375,INV004578,2025-02-19,2025-02-19,101206,SIP,5426,Haryana,Gurugram,T30,26-35,Male,21.0,Mandate,Verified
TX026376,INV000589,2025-02-19,2025-02-19,120504,SIP,2844,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Mandate,Verified
TX026377,INV002491,2025-02-19,2025-02-19,118632,Lumpsum,243227,Karnataka,Mysore,B30,18-25,Male,4.4,Mandate,Verified
TX026378,INV003466,2025-02-19,2025-02-19,119095,Redemption,480319,West Bengal,Kolkata,T30,36-45,Male,17.2,Mandate,Verified
TX026379,INV001319,2025-02-19,2025-02-19,120844,SIP,20977,Delhi,Gurugram,T30,26-35,Female,20.8,Mandate,Verified
TX026380,INV002647,2025-02-19,2025-02-19,118633,Redemption,434550,Rajasthan,Jaipur,T30,46-55,Male,87.0,UPI,Verified
TX026381,INV003794,2025-02-19,2025-02-19,120842,Lumpsum,43475,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Net Banking,Verified
TX026382,INV000226,2025-02-19,2025-02-19,119551,SIP,16472,West Bengal,Kolkata,T30,36-45,Female,39.3,Cheque,Verified
TX026383,INV001219,2025-02-19,2025-02-19,119094,Redemption,295098,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified
TX026384,INV001858,2025-02-19,2025-02-19,149323,SIP,2901,Punjab,Amritsar,B30,36-45,Male,16.6,Net Banking,Verified
TX026385,INV004640,2025-02-20,2025-02-20,148567,SIP,11182,Telangana,Hyderabad,T30,36-45,Male,46.5,Net Banking,Verified
TX026386,INV001180,2025-02-20,2025-02-20,120504,SIP,13876,Telangana,Hyderabad,T30,26-35,Male,10.5,Net Banking,Verified
TX026387,INV002080,2025-02-20,2025-02-20,102885,SIP,52668,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Mandate,Verified
TX026388,INV003362,2025-02-20,2025-02-20,119551,SIP,6961,Karnataka,Bangalore,T30,36-45,Female,22.6,Net Banking,Verified
TX026389,INV004997,2025-02-20,2025-02-20,119599,SIP,29417,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,Mandate,Verified
TX026390,INV003518,2025-02-20,2025-02-20,118634,SIP,2035,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,Mandate,Verified
TX026391,INV003361,2025-02-20,2025-02-20,120844,Redemption,56502,Madhya Pradesh,Indore,T30,36-45,Male,19.9,Mandate,Verified
TX026392,INV004246,2025-02-20,2025-02-20,149322,Redemption,197132,West Bengal,Kolkata,T30,36-45,Female,12.2,Cheque,Verified
TX026393,INV000388,2025-02-20,2025-02-20,148568,SIP,8948,Maharashtra,Nashik,B30,36-45,Male,33.6,Net Banking,Verified
TX026394,INV000521,2025-02-20,2025-02-20,118636,Lumpsum,156843,West Bengal,Kolkata,T30,26-35,Male,9.7,Cheque,Verified
TX026395,INV000957,2025-02-20,2025-02-20,149322,Lumpsum,246977,Madhya Pradesh,Bhopal,B30,36-45,Male,38.2,Net Banking,Pending
TX026396,INV001598,2025-02-20,2025-02-20,101206,SIP,3087,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,UPI,Verified
TX026397,INV004992,2025-02-20,2025-02-20,118633,SIP,50202,Rajasthan,Udaipur,B30,26-35,Male,11.1,UPI,Verified
TX026398,INV003862,2025-02-20,2025-02-20,120506,SIP,402,Madhya Pradesh,Indore,T30,26-35,Male,17.0,Cheque,Verified
TX026399,INV001422,2025-02-20,2025-02-20,120507,Lumpsum,169334,Punjab,Amritsar,B30,36-45,Male,38.6,Net Banking,Verified
TX026400,INV002628,2025-02-20,2025-02-20,125498,SIP,2922,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Cheque,Verified
TX026401,INV001518,2025-02-20,2025-02-20,101206,Lumpsum,418653,Karnataka,Mysore,B30,18-25,Male,3.9,Cheque,Verified
TX026402,INV001589,2025-02-20,2025-02-20,118635,SIP,24681,Maharashtra,Nashik,B30,26-35,Female,7.5,Cheque,Verified
TX026403,INV002698,2025-02-20,2025-02-20,100016,Redemption,243598,Maharashtra,Pune,T30,26-35,Male,20.9,Mandate,Verified
TX026404,INV004568,2025-02-20,2025-02-20,125497,SIP,29668,Karnataka,Mysore,B30,18-25,Male,7.3,Cheque,Verified
TX026405,INV000291,2025-02-20,2025-02-20,148568,Lumpsum,328665,Madhya Pradesh,Indore,T30,18-25,Female,6.2,Net Banking,Verified
TX026406,INV003864,2025-02-20,2025-02-20,102885,SIP,24371,Gujarat,Ahmedabad,T30,36-45,Female,49.8,UPI,Verified
TX026407,INV004487,2025-02-20,2025-02-20,120507,SIP,52474,Maharashtra,Nashik,B30,26-35,Female,24.4,Mandate,Verified
TX026408,INV000225,2025-02-20,2025-02-20,119120,SIP,536,Delhi,New Delhi,T30,56+,Male,44.0,Cheque,Verified
TX026409,INV002935,2025-02-20,2025-02-20,120504,SIP,2769,Madhya Pradesh,Indore,T30,18-25,Male,5.6,UPI,Pending
TX026410,INV001804,2025-02-20,2025-02-20,101207,SIP,25309,Punjab,Amritsar,B30,26-35,Male,20.1,Cheque,Verified
TX026411,INV003078,2025-02-20,2025-02-20,101207,SIP,2114,Haryana,Gurugram,T30,36-45,Male,57.5,Net Banking,Verified
TX026412,INV003586,2025-02-20,2025-02-20,118634,SIP,58291,Haryana,Faridabad,B30,46-55,Male,68.9,UPI,Verified
TX026413,INV002461,2025-02-20,2025-02-20,149322,Redemption,346865,West Bengal,Kolkata,T30,26-35,Male,19.5,Cheque,Verified
TX026414,INV001934,2025-02-20,2025-02-20,102885,SIP,12661,West Bengal,Kolkata,T30,46-55,Female,77.4,Net Banking,Verified
TX026415,INV000512,2025-02-20,2025-02-20,118632,SIP,3087,Punjab,Amritsar,B30,46-55,Male,82.6,UPI,Verified
TX026416,INV000771,2025-02-20,2025-02-20,148567,Lumpsum,164106,Rajasthan,Udaipur,B30,26-35,Male,10.9,UPI,Verified
TX026417,INV002691,2025-02-20,2025-02-20,119598,Lumpsum,141995,Tamil Nadu,Coimbatore,B30,26-35,Female,20.6,Mandate,Verified
TX026418,INV003630,2025-02-20,2025-02-20,148569,SIP,542,Karnataka,Bangalore,T30,18-25,Female,4.9,Net Banking,Verified
TX026419,INV003791,2025-02-20,2025-02-20,148568,Lumpsum,251641,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Mandate,Pending
TX026420,INV000519,2025-02-20,2025-02-20,100016,SIP,53993,Haryana,Faridabad,B30,26-35,Female,6.3,Cheque,Verified
TX026421,INV003972,2025-02-20,2025-02-20,100025,SIP,23747,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Cheque,Verified
TX026422,INV004267,2025-02-20,2025-02-20,119093,SIP,8239,Gujarat,Surat,T30,46-55,Male,99.7,Cheque,Verified
TX026423,INV001781,2025-02-20,2025-02-20,119552,SIP,2305,Punjab,Amritsar,B30,36-45,Male,58.6,Mandate,Verified
TX026424,INV004609,2025-02-20,2025-02-20,101206,SIP,7069,Karnataka,Bangalore,T30,26-35,Female,10.3,UPI,Verified
TX026425,INV000781,2025-02-20,2025-02-20,120841,Lumpsum,558927,Delhi,Gurugram,T30,26-35,Male,6.8,UPI,Verified
TX026426,INV000293,2025-02-20,2025-02-20,119093,Lumpsum,100607,Karnataka,Mysore,B30,26-35,Female,19.3,UPI,Verified
TX026427,INV001269,2025-02-20,2025-02-20,119093,Lumpsum,376340,Maharashtra,Mumbai,T30,26-35,Male,14.4,Net Banking,Pending
TX026428,INV001371,2025-02-20,2025-02-20,119599,Lumpsum,214285,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Net Banking,Verified
TX026429,INV000118,2025-02-20,2025-02-20,100016,SIP,3440,Telangana,Hyderabad,T30,26-35,Male,20.2,Mandate,Verified
TX026430,INV000566,2025-02-20,2025-02-20,125497,SIP,41899,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Mandate,Verified
TX026431,INV000750,2025-02-20,2025-02-20,120504,SIP,52721,Delhi,New Delhi,T30,26-35,Male,20.9,Cheque,Verified
TX026432,INV004325,2025-02-20,2025-02-20,101206,Lumpsum,333692,Rajasthan,Jaipur,T30,36-45,Male,26.3,Cheque,Verified
TX026433,INV002570,2025-02-20,2025-02-20,100025,SIP,420,Punjab,Chandigarh,T30,36-45,Male,55.3,Mandate,Verified
TX026434,INV004598,2025-02-20,2025-02-20,101207,SIP,2145,Tamil Nadu,Chennai,T30,46-55,Male,60.5,UPI,Verified
TX026435,INV002666,2025-02-20,2025-02-20,102885,SIP,2643,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
TX026436,INV000400,2025-02-20,2025-02-20,100025,SIP,547,Punjab,Chandigarh,T30,26-35,Male,22.1,Mandate,Verified
TX026437,INV004913,2025-02-20,2025-02-20,101207,Lumpsum,353175,Rajasthan,Udaipur,B30,26-35,Male,8.6,Mandate,Verified
TX026438,INV004300,2025-02-20,2025-02-20,118635,SIP,4055,West Bengal,Kolkata,T30,26-35,Male,12.4,Net Banking,Verified
TX026439,INV003292,2025-02-20,2025-02-20,125497,SIP,2584,Uttar Pradesh,Kanpur,B30,56+,Female,55.0,Cheque,Verified
TX026440,INV000359,2025-02-20,2025-02-20,120505,SIP,2619,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Net Banking,Verified
TX026441,INV003650,2025-02-20,2025-02-20,118636,Redemption,459394,Telangana,Hyderabad,T30,46-55,Male,87.3,Net Banking,Verified
TX026442,INV001738,2025-02-20,2025-02-20,118633,SIP,28281,Karnataka,Bangalore,T30,36-45,Female,41.2,Mandate,Verified
TX026443,INV002707,2025-02-20,2025-02-20,119095,Lumpsum,466016,Maharashtra,Mumbai,T30,26-35,Male,24.7,Cheque,Verified
TX026444,INV001624,2025-02-20,2025-02-20,100025,SIP,4481,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Cheque,Verified
TX026445,INV001157,2025-02-20,2025-02-20,118633,Redemption,22397,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Mandate,Verified
TX026446,INV003436,2025-02-20,2025-02-20,119552,Lumpsum,265900,Maharashtra,Mumbai,T30,36-45,Female,54.4,Mandate,Pending
TX026447,INV001067,2025-02-20,2025-02-20,101207,Redemption,172400,Haryana,Gurugram,T30,26-35,Male,16.6,Net Banking,Verified
TX026448,INV000164,2025-02-20,2025-02-20,118634,SIP,1073,Rajasthan,Udaipur,B30,18-25,Male,6.0,UPI,Verified
TX026449,INV002726,2025-02-20,2025-02-20,101207,SIP,8112,Gujarat,Ahmedabad,T30,36-45,Male,16.9,UPI,Verified
TX026450,INV000593,2025-02-20,2025-02-20,119552,Lumpsum,331439,Telangana,Hyderabad,T30,56+,Male,50.2,Mandate,Verified
TX026451,INV002500,2025-02-20,2025-02-20,100025,Lumpsum,157897,Delhi,New Delhi,T30,26-35,Male,14.7,UPI,Pending
TX026452,INV000912,2025-02-20,2025-02-20,100016,Lumpsum,112194,Haryana,Faridabad,B30,36-45,Male,26.7,UPI,Verified
TX026453,INV000299,2025-02-21,2025-02-21,149323,SIP,4108,Delhi,Noida,T30,26-35,Male,24.4,Net Banking,Verified
TX026454,INV002801,2025-02-21,2025-02-21,125498,SIP,2883,Madhya Pradesh,Indore,T30,18-25,Male,6.4,Cheque,Verified
TX026455,INV000297,2025-02-21,2025-02-21,118635,Lumpsum,445880,Gujarat,Ahmedabad,T30,26-35,Male,13.0,UPI,Pending
TX026456,INV003871,2025-02-21,2025-02-21,118633,SIP,20219,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Net Banking,Pending
TX026457,INV003375,2025-02-21,2025-02-21,119598,SIP,23537,Telangana,Hyderabad,T30,56+,Female,62.2,Mandate,Verified
TX026458,INV002603,2025-02-21,2025-02-21,125498,Lumpsum,109689,Haryana,Gurugram,T30,36-45,Male,28.4,UPI,Verified
TX026459,INV004984,2025-02-21,2025-02-21,149324,Redemption,450123,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Mandate,Verified
TX026460,INV000425,2025-02-21,2025-02-21,119095,SIP,8420,Rajasthan,Jaipur,T30,56+,Male,77.2,Mandate,Verified
TX026461,INV000294,2025-02-21,2025-02-21,120842,Lumpsum,267432,Maharashtra,Nashik,B30,36-45,Female,30.8,Net Banking,Verified
TX026462,INV003601,2025-02-21,2025-02-21,118632,SIP,2946,Haryana,Faridabad,B30,26-35,Female,17.0,UPI,Verified
TX026463,INV001950,2025-02-21,2025-02-21,101208,SIP,5154,Maharashtra,Pune,T30,26-35,Female,6.0,Net Banking,Verified
TX026464,INV001317,2025-02-21,2025-02-21,148568,Lumpsum,226370,Punjab,Chandigarh,T30,26-35,Female,8.9,Cheque,Verified
TX026465,INV003229,2025-02-21,2025-02-21,120841,SIP,4946,Maharashtra,Mumbai,T30,46-55,Female,64.4,UPI,Verified
TX026466,INV003832,2025-02-21,2025-02-21,100033,Lumpsum,10805,Karnataka,Mysore,B30,46-55,Male,34.4,Mandate,Verified
TX026467,INV003595,2025-02-21,2025-02-21,125498,Redemption,23914,Tamil Nadu,Coimbatore,B30,56+,Female,74.5,UPI,Verified
TX026468,INV004645,2025-02-21,2025-02-21,148567,SIP,15804,Telangana,Hyderabad,T30,26-35,Female,10.9,UPI,Verified
TX026469,INV004712,2025-02-21,2025-02-21,102885,SIP,2644,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,Verified
TX026470,INV003107,2025-02-21,2025-02-21,120506,SIP,1086,Haryana,Gurugram,T30,18-25,Female,6.2,Net Banking,Verified
TX026471,INV004955,2025-02-21,2025-02-21,120843,Lumpsum,277207,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,Verified
TX026472,INV000496,2025-02-21,2025-02-21,149323,Lumpsum,369231,Maharashtra,Mumbai,T30,36-45,Male,14.3,Cheque,Verified
TX026473,INV004617,2025-02-21,2025-02-21,102885,Lumpsum,364452,Karnataka,Bangalore,T30,26-35,Male,22.1,Mandate,Verified
TX026474,INV002013,2025-02-21,2025-02-21,100025,SIP,13448,Rajasthan,Jaipur,T30,46-55,Male,30.2,Net Banking,Verified
TX026475,INV001673,2025-02-21,2025-02-21,118635,SIP,2656,West Bengal,Kolkata,T30,26-35,Male,23.0,Net Banking,Verified
TX026476,INV001536,2025-02-21,2025-02-21,149322,SIP,14470,Karnataka,Mysore,B30,26-35,Male,17.9,Mandate,Verified
TX026477,INV002007,2025-02-21,2025-02-21,120506,SIP,6977,Haryana,Faridabad,B30,18-25,Male,4.2,Mandate,Verified
TX026478,INV002154,2025-02-21,2025-02-21,149324,SIP,27626,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,UPI,Verified
TX026479,INV001378,2025-02-21,2025-02-21,119598,Lumpsum,256832,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified
TX026480,INV002170,2025-02-21,2025-02-21,120503,Redemption,238529,Delhi,New Delhi,T30,26-35,Female,14.7,Mandate,Pending
TX026481,INV002764,2025-02-21,2025-02-21,118632,Lumpsum,284114,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,Net Banking,Verified
TX026482,INV000709,2025-02-21,2025-02-21,120505,SIP,1004,Telangana,Hyderabad,T30,26-35,Female,13.6,Net Banking,Verified
TX026483,INV004356,2025-02-21,2025-02-21,120505,SIP,5937,West Bengal,Kolkata,T30,36-45,Male,37.3,Mandate,Verified
TX026484,INV003328,2025-02-21,2025-02-21,149322,SIP,1967,Karnataka,Mysore,B30,26-35,Female,14.2,Cheque,Verified
TX026485,INV001617,2025-02-21,2025-02-21,119095,Redemption,83494,Maharashtra,Pune,T30,26-35,Male,8.6,Mandate,Verified
TX026486,INV000521,2025-02-21,2025-02-21,125497,Redemption,393931,West Bengal,Kolkata,T30,26-35,Male,9.7,Mandate,Verified
TX026487,INV003027,2025-02-21,2025-02-21,119551,Lumpsum,337891,Telangana,Hyderabad,T30,26-35,Male,20.8,Mandate,Verified
TX026488,INV004772,2025-02-21,2025-02-21,120507,Lumpsum,96677,Gujarat,Ahmedabad,T30,46-55,Male,26.1,UPI,Verified
TX026489,INV001699,2025-02-21,2025-02-21,118633,SIP,26491,Madhya Pradesh,Indore,T30,26-35,Male,24.6,UPI,Verified
TX026490,INV004515,2025-02-21,2025-02-21,118636,SIP,1054,Rajasthan,Udaipur,B30,18-25,Female,5.2,Mandate,Verified
TX026491,INV002546,2025-02-21,2025-02-21,102885,Lumpsum,223429,Gujarat,Surat,T30,26-35,Male,19.3,Cheque,Verified
TX026492,INV004474,2025-02-21,2025-02-21,102886,SIP,4409,West Bengal,Kolkata,T30,46-55,Male,16.5,UPI,Pending
TX026493,INV003641,2025-02-21,2025-02-21,148569,SIP,582,Telangana,Hyderabad,T30,26-35,Female,13.1,UPI,Verified
TX026494,INV000431,2025-02-21,2025-02-21,119094,Redemption,291337,Madhya Pradesh,Bhopal,B30,18-25,Female,4.6,Net Banking,Verified
TX026495,INV004599,2025-02-21,2025-02-21,125498,Lumpsum,395966,West Bengal,Kolkata,T30,36-45,Male,22.8,UPI,Verified
TX026496,INV004660,2025-02-21,2025-02-21,119599,SIP,4993,Uttar Pradesh,Agra,B30,18-25,Male,4.9,Net Banking,Verified
TX026497,INV000847,2025-02-21,2025-02-21,102885,Redemption,310007,West Bengal,Kolkata,T30,26-35,Female,17.8,Mandate,Verified
TX026498,INV001518,2025-02-21,2025-02-21,119599,SIP,16494,Karnataka,Mysore,B30,18-25,Male,3.9,Cheque,Verified
TX026499,INV001970,2025-02-21,2025-02-21,120507,Lumpsum,112857,Gujarat,Surat,T30,36-45,Male,55.1,Cheque,Verified
TX026500,INV000671,2025-02-21,2025-02-21,100025,SIP,7009,Uttar Pradesh,Agra,B30,36-45,Female,15.3,Net Banking,Verified
TX026501,INV000457,2025-02-21,2025-02-21,120507,SIP,15483,Haryana,Faridabad,B30,26-35,Female,22.3,Net Banking,Verified
TX026502,INV003332,2025-02-21,2025-02-21,119093,SIP,50213,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Net Banking,Verified
TX026503,INV000566,2025-02-21,2025-02-21,120843,SIP,530,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Cheque,Verified
TX026504,INV003094,2025-02-21,2025-02-21,120842,SIP,17401,Karnataka,Mysore,B30,46-55,Male,59.7,Cheque,Verified
TX026505,INV001099,2025-02-21,2025-02-21,125497,Lumpsum,6693,Haryana,Gurugram,T30,26-35,Female,18.9,Cheque,Verified
TX026506,INV000284,2025-02-21,2025-02-21,125498,SIP,50193,Karnataka,Mysore,B30,26-35,Male,7.0,UPI,Verified
TX026507,INV003110,2025-02-21,2025-02-21,119599,SIP,2954,Rajasthan,Jaipur,T30,26-35,Male,9.0,UPI,Verified
TX026508,INV001744,2025-02-21,2025-02-21,119551,Lumpsum,155268,Karnataka,Mysore,B30,26-35,Male,15.9,Net Banking,Verified
TX026509,INV004484,2025-02-21,2025-02-21,118632,SIP,4232,Punjab,Amritsar,B30,46-55,Male,61.9,Mandate,Verified
TX026510,INV004754,2025-02-21,2025-02-21,120505,Redemption,368154,Telangana,Hyderabad,T30,36-45,Female,51.5,Cheque,Verified
TX026511,INV002613,2025-02-21,2025-02-21,118632,SIP,2624,Karnataka,Bangalore,T30,46-55,Female,44.3,Cheque,Verified
TX026512,INV001041,2025-02-21,2025-02-21,118633,SIP,2001,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,UPI,Verified
TX026513,INV004896,2025-02-21,2025-02-21,119120,SIP,49717,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
TX026514,INV000531,2025-02-21,2025-02-21,118632,SIP,55911,Delhi,Gurugram,T30,56+,Male,64.9,UPI,Verified
TX026515,INV000666,2025-02-21,2025-02-21,120842,Redemption,436788,Maharashtra,Mumbai,T30,36-45,Male,49.7,UPI,Verified
TX026516,INV002983,2025-02-21,2025-02-21,101206,SIP,12409,Karnataka,Mysore,B30,18-25,Male,6.2,Mandate,Verified
TX026517,INV000833,2025-02-21,2025-02-21,120504,SIP,7460,Maharashtra,Nashik,B30,18-25,Male,4.4,UPI,Verified
TX026518,INV002989,2025-02-21,2025-02-21,118635,Redemption,40567,Haryana,Faridabad,B30,46-55,Male,16.3,Net Banking,Verified
TX026519,INV002551,2025-02-21,2025-02-21,120842,Redemption,273225,West Bengal,Kolkata,T30,18-25,Female,5.9,UPI,Verified
TX026520,INV002637,2025-02-21,2025-02-21,120503,Lumpsum,353663,Telangana,Hyderabad,T30,26-35,Male,14.4,Cheque,Verified
TX026521,INV003926,2025-02-21,2025-02-21,100016,Redemption,185245,West Bengal,Kolkata,T30,46-55,Male,92.8,Cheque,Verified
TX026522,INV001705,2025-02-21,2025-02-21,119094,Redemption,492988,Haryana,Faridabad,B30,46-55,Male,84.3,Mandate,Verified
TX026523,INV003129,2025-02-21,2025-02-21,101208,Redemption,20228,Haryana,Gurugram,T30,36-45,Female,33.4,Mandate,Verified
TX026524,INV001816,2025-02-22,2025-02-22,100033,Redemption,50042,Telangana,Hyderabad,T30,26-35,Male,9.0,Mandate,Pending
TX026525,INV003097,2025-02-22,2025-02-22,100033,SIP,7790,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Verified
TX026526,INV000655,2025-02-22,2025-02-22,119552,Redemption,171345,Karnataka,Bangalore,T30,26-35,Male,8.0,Cheque,Verified
TX026527,INV003772,2025-02-22,2025-02-22,119551,Redemption,449830,Punjab,Amritsar,B30,18-25,Female,6.8,Net Banking,Verified
TX026528,INV004165,2025-02-22,2025-02-22,120505,Lumpsum,326983,West Bengal,Kolkata,T30,26-35,Male,9.3,Net Banking,Verified
TX026529,INV002013,2025-02-22,2025-02-22,148569,SIP,8346,Rajasthan,Jaipur,T30,46-55,Male,30.2,UPI,Verified
